% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
15.481	8	1	1549	2	1	28	2292	0
15.483	8	1	1549	4	1	28	2292	0
15.484	8	1	1549	5	1	28	2292	0
15.485	8	1	1549	6	1	28	2292	0
15.487	8	1	1549	8	1	28	2292	0
15.515	8	1	1552	6	1	28	2292	0
15.516	8	1	1552	7	1	28	2292	0
15.517	8	1	1552	8	1	28	2292	0
15.518	8	1	1552	9	1	28	2292	0
15.519	8	1	1552	10	1	28	2292	0
15.55	8	1	1556	1	1	28	2292	0
15.551	8	1	1556	2	1	28	2292	0
15.552	8	1	1556	3	1	28	2292	0
15.554	8	1	1556	5	1	28	2292	0
15.572	8	1	1558	3	1	28	2292	0
15.577	8	1	1558	8	1	28	2292	0
15.578	8	1	1558	9	1	28	2292	0
15.585	8	1	1559	6	1	28	2292	0
15.586	8	1	1559	7	1	28	2292	0
15.591	8	1	1560	2	1	28	2292	0
15.612	8	1	1562	3	1	24	1692	0
15.613	8	1	1562	4	1	24	1692	0
15.614	8	1	1562	5	1	24	1692	0
15.62	8	1	1563	1	1	18	1143	0
15.621	8	1	1563	2	1	18	1143	0
15.622	8	1	1563	3	1	18	1143	0
15.643	8	1	1565	4	1	6	325	0
15.646	8	1	1565	7	1	6	325	0
15.647	8	1	1565	8	1	6	325	0
15.648	8	1	1565	9	1	6	325	0
15.65	8	1	1566	1	1	8	437	0
15.651	8	1	1566	2	1	8	437	0
15.652	8	1	1566	3	1	8	437	0
15.653	8	1	1566	4	1	12	621	0
15.655	8	1	1566	6	1	14	807	0
15.675	8	1	1568	6	1	14	807	0
15.682	8	1	1569	3	1	28	2292	0
15.705	8	1	1571	6	1	28	2292	0
15.709	8	1	1571	10	1	28	2292	0
15.733	8	1	1574	4	1	28	2292	0
15.74	8	1	1575	1	1	28	2292	0
15.741	8	1	1575	2	1	28	2292	0
15.742	8	1	1575	3	1	28	2292	0
15.743	8	1	1575	4	1	28	2292	0
15.744	8	1	1575	5	1	28	2292	0
15.764	8	1	1577	5	1	28	2292	0
15.767	8	1	1577	8	1	28	2292	0
15.768	8	1	1577	9	1	28	2292	0
15.769	8	1	1577	10	1	28	2292	0
15.775	8	1	1578	6	1	28	2292	0
15.776	8	1	1578	7	1	28	2292	0
15.777	8	1	1578	8	1	28	2292	0
15.778	8	1	1578	9	1	28	2292	0
15.783	8	1	1579	4	1	28	2292	0
15.799	8	1	1580	10	1	28	2292	0
15.8	8	1	1581	1	1	28	2292	0
15.803	8	1	1581	4	1	28	2292	0
15.804	8	1	1581	5	1	28	2292	0
15.805	8	1	1581	6	1	28	2292	0
15.811	8	1	1582	2	1	28	2292	0
15.812	8	1	1582	3	1	28	2292	0
15.813	8	1	1582	4	1	28	2292	0
15.834	8	1	1584	5	1	28	2292	0
15.835	8	1	1584	6	1	28	2292	0
15.836	8	1	1584	7	1	28	2292	0
15.837	8	1	1584	8	1	28	2292	0
15.839	8	1	1584	10	1	28	2292	0
15.84	8	1	1585	1	1	28	2292	0
15.841	8	1	1585	2	1	28	2292	0
15.847	8	1	1585	8	1	28	2292	0
15.867	8	1	1587	8	1	28	2292	0
15.868	8	1	1587	9	1	28	2292	0
15.869	8	1	1587	10	1	28	2292	0
15.87	8	1	1588	1	1	28	2292	0
15.871	8	1	1588	2	1	28	2292	0
15.872	8	1	1588	3	1	28	2292	0
15.873	8	1	1588	4	1	28	2292	0
15.875	8	1	1588	6	1	28	2292	0
15.895	8	1	1590	6	1	28	2292	0
15.896	8	1	1590	7	1	28	2292	0
15.902	8	1	1591	3	1	28	2292	0
15.903	8	1	1591	4	1	28	2292	0
15.904	8	1	1591	5	1	28	2292	0
15.905	8	1	1591	6	1	28	2292	0
15.906	8	1	1591	7	1	28	2292	0
15.907	8	1	1591	8	1	28	2292	0
15.927	8	1	1593	8	1	28	2292	0
15.935	8	1	1594	6	1	28	2292	0
15.936	8	1	1594	7	1	28	2292	0
15.937	8	1	1594	8	1	28	2292	0
15.938	8	1	1594	9	1	28	2292	0
15.939	8	1	1594	10	1	28	2292	0
15.94	8	1	1595	1	1	28	2292	0
15.96	8	1	1597	1	1	28	2292	0
15.97	8	1	1598	1	1	28	2292	0
15.971	8	1	1598	2	1	28	2292	0
15.972	8	1	1598	3	1	28	2292	0
15.973	8	1	1598	4	1	28	2292	0
15.974	8	1	1598	5	1	28	2292	0
15.975	8	1	1598	6	1	28	2292	0
15.995	8	1	1600	6	1	28	2292	0
16.055	8	1	1606	6	1	22	1431	0
16.056	8	1	1606	7	1	22	1431	0
16.057	8	1	1606	8	1	22	1431	0
16.062	8	1	1607	3	1	28	2292	0
16.063	8	1	1607	4	1	28	2292	0
16.064	8	1	1607	5	1	28	2292	0
16.084	8	1	1609	5	1	28	2292	0
16.087	8	1	1609	8	1	28	2292	0
16.09	8	1	1610	1	1	28	2292	0
16.091	8	1	1610	2	1	28	2292	0
16.092	8	1	1610	3	1	28	2292	0
16.093	8	1	1610	4	1	28	2292	0
16.094	8	1	1610	5	1	28	2292	0
16.095	8	1	1610	6	1	28	2292	0
16.115	8	1	1612	6	1	28	2292	0
16.122	8	1	1613	3	1	14	807	0
16.123	8	1	1613	4	1	14	807	0
16.124	8	1	1613	5	1	14	807	0
16.125	8	1	1613	6	1	14	807	0
16.126	8	1	1613	7	1	14	807	0
16.127	8	1	1613	8	1	14	807	0
16.128	8	1	1613	9	1	14	807	0
16.148	8	1	1615	9	1	14	807	0
16.158	8	1	1616	9	1	14	807	0
16.165	8	1	1617	6	1	20	1335	0
16.178	8	1	1618	9	1	20	1335	0
16.194	8	1	1620	5	1	28	2292	0
16.195	8	1	1620	6	1	28	2292	0
16.196	8	1	1620	7	1	28	2292	0
16.197	8	1	1620	8	1	28	2292	0
16.199	8	1	1620	10	1	28	2292	0
16.213	8	1	1622	4	1	26	1908	0
16.229	8	1	1623	10	1	4	225	0
16.23	8	1	1624	1	1	4	225	0
16.231	8	1	1624	2	1	4	225	0
16.232	8	1	1624	3	1	4	225	0
16.233	8	1	1624	4	1	4	225	0
16.234	8	1	1624	5	1	4	225	0
16.235	8	1	1624	6	1	4	225	0
16.236	8	1	1624	7	1	24	1692	0
16.254	8	1	1626	5	1	24	1692	0
16.259	8	1	1626	10	1	24	1692	0
16.265	8	1	1627	6	1	28	2292	0
16.29	8	1	1630	1	1	28	2292	0
16.293	8	1	1630	4	1	28	2292	0
16.296	8	1	1630	7	1	28	2292	0
16.325	8	1	1633	6	1	28	2292	0
16.326	8	1	1633	7	1	28	2292	0
16.327	8	1	1633	8	1	28	2292	0
16.328	8	1	1633	9	1	28	2292	0
16.329	8	1	1633	10	1	28	2292	0
16.33	8	1	1634	1	1	28	2292	0
16.331	8	1	1634	2	1	28	2292	0
16.36	8	1	1637	1	1	28	2292	0
16.361	8	1	1637	2	1	14	807	0
16.362	8	1	1637	3	1	14	807	0
16.363	8	1	1637	4	1	14	807	0
16.364	8	1	1637	5	1	14	807	0
16.365	8	1	1637	6	1	14	807	0
16.366	8	1	1637	7	1	14	807	0
16.376	8	1	1638	7	1	22	1431	0
16.395	8	1	1640	6	1	28	2292	0
16.4	8	1	1641	1	1	28	2292	0
16.415	8	1	1642	6	1	28	2292	0
16.422	8	1	1643	3	1	28	2292	0
16.423	8	1	1643	4	1	28	2292	0
16.43	8	1	1644	1	1	28	2292	0
16.458	8	1	1646	9	1	26	1908	0
16.481	8	1	1649	2	1	28	2292	0
16.501	8	1	1651	2	1	28	2292	0
16.518	8	1	1652	9	1	28	2292	0
16.52	8	1	1653	1	1	28	2292	0
16.522	8	1	1653	3	1	18	1143	0
16.524	8	1	1653	5	1	18	1143	0
16.525	8	1	1653	6	1	28	2292	0
16.539	8	1	1654	10	1	10	549	0
16.54	8	1	1655	1	1	10	549	0
16.541	8	1	1655	2	1	10	549	0
16.575	8	1	1658	6	1	28	2292	0
16.576	8	1	1658	7	1	28	2292	0
16.596	8	1	1660	7	1	28	2292	0
16.613	8	1	1662	4	1	24	1692	0
16.629	8	1	1663	10	1	26	1908	0
16.63	8	1	1664	1	1	26	1908	0
16.631	8	1	1664	2	1	26	1908	0
16.632	8	1	1664	3	1	26	1908	0
16.633	8	1	1664	4	1	26	1908	0
16.665	8	1	1667	6	1	28	2292	0
16.666	8	1	1667	7	1	28	2292	0
16.667	8	1	1667	8	1	28	2292	0
16.668	8	1	1667	9	1	28	2292	0
16.671	8	1	1668	2	1	28	2292	0
16.757	8	1	1676	8	1	28	2292	0
16.764	8	1	1677	5	1	28	2292	0
16.801	8	1	1681	2	1	10	549	0
16.802	8	1	1681	3	1	10	549	0
16.803	8	1	1681	4	1	10	549	0
16.822	8	1	1683	3	1	12	621	0
16.823	8	1	1683	4	1	12	621	0
16.842	8	1	1685	3	1	16	967	0
16.862	8	1	1687	3	1	16	967	0
16.882	8	1	1689	3	1	28	2292	0
16.902	8	1	1691	3	1	28	2292	0
16.922	8	1	1693	3	1	28	2292	0
16.942	8	1	1695	3	1	28	2292	0
16.962	8	1	1697	3	1	28	2292	0
16.982	8	1	1699	3	1	28	2292	0
17.002	8	1	1701	3	1	24	1692	0
17.022	8	1	1703	3	1	24	1692	0
17.057	8	1	1706	8	1	22	1431	0
18.217	9	1	1822	8	1	16	967	0
18.237	9	1	1824	8	1	28	2292	0
18.273	9	1	1828	4	1	28	2292	0
18.293	9	1	1830	4	1	26	1908	0
18.3	9	1	1831	1	1	26	1908	0
18.313	9	1	1832	4	1	16	967	0
18.335	9	1	1834	6	1	26	1908	0
18.37	9	1	1838	1	1	26	1908	0
18.405	9	1	1841	6	1	28	2292	0
18.406	9	1	1841	7	1	28	2292	0
18.44	9	1	1845	1	1	28	2292	0
18.441	9	1	1845	2	1	28	2292	0
18.442	9	1	1845	3	1	28	2292	0
18.475	10	1	1848	6	1	0	85	0
18.476	10	1	1848	7	1	0	85	0
18.477	10	1	1848	8	1	0	85	0
18.478	10	1	1848	9	1	0	85	0
18.479	10	1	1848	10	1	0	85	0
18.48	10	1	1849	1	1	0	85	0
18.481	10	1	1849	2	1	28	2292	0
18.498	10	1	1850	9	1	28	2292	0
18.506	10	1	1851	7	1	16	967	0
18.511	10	1	1852	2	1	16	967	0
18.512	10	1	1852	3	1	16	967	0
18.513	10	1	1852	4	1	12	621	0
18.514	10	1	1852	5	1	12	621	0
18.533	10	1	1854	4	1	8	437	0
18.541	10	1	1855	2	1	22	1431	0
18.542	10	1	1855	3	1	22	1431	0
18.566	10	1	1857	7	1	28	2292	0
18.568	10	1	1857	9	1	28	2292	0
18.573	10	1	1858	4	1	28	2292	0
18.576	10	1	1858	7	1	28	2292	0
18.577	10	1	1858	8	1	28	2292	0
18.601	10	1	1861	2	1	28	2292	0
18.602	10	1	1861	3	1	28	2292	0
18.604	10	1	1861	5	1	28	2292	0
18.608	10	1	1861	9	1	28	2292	0
18.609	10	1	1861	10	1	28	2292	0
18.629	10	1	1863	10	1	28	2292	0
18.636	10	1	1864	7	1	28	2292	0
18.637	10	1	1864	8	1	28	2292	0
18.638	10	1	1864	9	1	28	2292	0
18.639	10	1	1864	10	1	28	2292	0
18.659	10	1	1866	10	1	28	2292	0
18.663	10	1	1867	4	1	28	2292	0
18.664	10	1	1867	5	1	28	2292	0
18.665	10	1	1867	6	1	28	2292	0
18.671	10	1	1868	2	1	28	2292	0
18.672	10	1	1868	3	1	28	2292	0
18.673	10	1	1868	4	1	28	2292	0
18.694	10	1	1870	5	1	28	2292	0
18.695	10	1	1870	6	1	28	2292	0
18.699	10	1	1870	10	1	28	2292	0
18.7	10	1	1871	1	1	28	2292	0
18.701	10	1	1871	2	1	28	2292	0
18.707	10	1	1871	8	1	28	2292	0
18.708	10	1	1871	9	1	28	2292	0
18.729	10	1	1873	10	1	28	2292	0
18.73	10	1	1874	1	1	28	2292	0
18.731	10	1	1874	2	1	28	2292	0
18.732	10	1	1874	3	1	28	2292	0
18.735	10	1	1874	6	1	28	2292	0
18.736	10	1	1874	7	1	28	2292	0
18.764	10	1	1877	5	1	28	2292	0
18.765	10	1	1877	6	1	28	2292	0
18.766	10	1	1877	7	1	28	2292	0
18.767	10	1	1877	8	1	28	2292	0
18.768	10	1	1877	9	1	28	2292	0
18.799	10	1	1880	10	1	28	2292	0
18.8	10	1	1881	1	1	28	2292	0
18.801	10	1	1881	2	1	28	2292	0
18.802	10	1	1881	3	1	28	2292	0
18.803	10	1	1881	4	1	28	2292	0
18.834	10	1	1884	5	1	28	2292	0
18.835	10	1	1884	6	1	28	2292	0
18.836	10	1	1884	7	1	28	2292	0
18.837	10	1	1884	8	1	28	2292	0
18.838	10	1	1884	9	1	28	2292	0
18.869	10	1	1887	10	1	28	2292	0
18.87	10	1	1888	1	1	28	2292	0
18.871	10	1	1888	2	1	28	2292	0
18.872	10	1	1888	3	1	28	2292	0
18.873	10	1	1888	4	1	28	2292	0
18.874	10	1	1888	5	1	28	2292	0
18.904	10	1	1891	5	1	28	2292	0
18.905	10	1	1891	6	1	28	2292	0
18.906	10	1	1891	7	1	28	2292	0
18.907	10	1	1891	8	1	28	2292	0
18.908	10	1	1891	9	1	28	2292	0
18.939	10	1	1894	10	1	28	2292	0
18.94	10	1	1895	1	1	28	2292	0
18.941	10	1	1895	2	1	28	2292	0
18.942	10	1	1895	3	1	28	2292	0
18.943	10	1	1895	4	1	28	2292	0
18.944	10	1	1895	5	1	28	2292	0
18.974	10	1	1898	5	1	28	2292	0
18.975	10	1	1898	6	1	28	2292	0
18.976	10	1	1898	7	1	28	2292	0
18.977	10	1	1898	8	1	28	2292	0
18.978	10	1	1898	9	1	28	2292	0
18.979	10	1	1898	10	1	28	2292	0
19.009	10	1	1901	10	1	20	1335	0
19.01	10	1	1902	1	1	20	1335	0
19.011	10	1	1902	2	1	20	1335	0
19.012	10	1	1902	3	1	20	1335	0
19.013	10	1	1902	4	1	20	1335	0
19.014	10	1	1902	5	1	20	1335	0
19.044	10	1	1905	5	1	20	1335	0
19.045	10	1	1905	6	1	20	1335	0
19.046	10	1	1905	7	1	20	1335	0
19.047	10	1	1905	8	1	20	1335	0
19.048	10	1	1905	9	1	20	1335	0
19.049	10	1	1905	10	1	20	1335	0
19.079	10	1	1908	10	1	28	2292	0
19.08	10	1	1909	1	1	28	2292	0
19.081	10	1	1909	2	1	28	2292	0
19.082	10	1	1909	3	1	28	2292	0
19.083	10	1	1909	4	1	28	2292	0
19.084	10	1	1909	5	1	28	2292	0
19.114	10	1	1912	5	1	28	2292	0
19.115	10	1	1912	6	1	28	2292	0
19.116	10	1	1912	7	1	28	2292	0
19.117	10	1	1912	8	1	28	2292	0
19.118	10	1	1912	9	1	28	2292	0
19.119	10	1	1912	10	1	28	2292	0
19.15	10	1	1916	1	1	28	2292	0
19.151	10	1	1916	2	1	28	2292	0
19.152	10	1	1916	3	1	28	2292	0
19.154	10	1	1916	5	1	28	2292	0
19.205	10	1	1921	6	1	28	2292	0
19.24	10	1	1925	1	1	28	2292	0
19.241	10	1	1925	2	1	28	2292	0
19.242	10	1	1925	3	1	28	2292	0
19.243	10	1	1925	4	1	28	2292	0
19.244	10	1	1925	5	1	28	2292	0
19.245	10	1	1925	6	1	28	2292	0
19.246	10	1	1925	7	1	28	2292	0
19.275	10	1	1928	6	1	28	2292	0
19.276	10	1	1928	7	1	28	2292	0
19.277	10	1	1928	8	1	28	2292	0
19.278	10	1	1928	9	1	28	2292	0
19.279	10	1	1928	10	1	28	2292	0
19.28	10	1	1929	1	1	28	2292	0
19.282	10	1	1929	3	1	28	2292	0
19.317	10	1	1932	8	1	16	967	0
19.318	10	1	1932	9	1	16	967	0
19.319	10	1	1932	10	1	16	967	0
19.32	10	1	1933	1	1	16	967	0
19.321	10	1	1933	2	1	28	2292	0
19.322	10	1	1933	3	1	28	2292	0
19.323	10	1	1933	4	1	28	2292	0
19.352	10	1	1936	3	1	28	2292	0
19.353	10	1	1936	4	1	28	2292	0
19.354	10	1	1936	5	1	28	2292	0
19.355	10	1	1936	6	1	28	2292	0
19.356	10	1	1936	7	1	28	2292	0
19.357	10	1	1936	8	1	28	2292	0
19.358	10	1	1936	9	1	28	2292	0
19.387	10	1	1939	8	1	28	2292	0
19.388	10	1	1939	9	1	28	2292	0
19.389	10	1	1939	10	1	28	2292	0
19.39	10	1	1940	1	1	28	2292	0
19.391	10	1	1940	2	1	28	2292	0
19.392	10	1	1940	3	1	28	2292	0
19.393	10	1	1940	4	1	28	2292	0
19.422	10	1	1943	3	1	28	2292	0
19.423	10	1	1943	4	1	28	2292	0
19.424	10	1	1943	5	1	28	2292	0
19.425	10	1	1943	6	1	28	2292	0
19.426	10	1	1943	7	1	28	2292	0
19.427	10	1	1943	8	1	28	2292	0
19.428	10	1	1943	9	1	28	2292	0
19.457	10	1	1946	8	1	22	1431	0
19.458	10	1	1946	9	1	22	1431	0
19.459	10	1	1946	10	1	22	1431	0
19.46	10	1	1947	1	1	22	1431	0
19.461	10	1	1947	2	1	22	1431	0
19.462	10	1	1947	3	1	22	1431	0
19.463	10	1	1947	4	1	22	1431	0
19.492	10	1	1950	3	1	28	2292	0
19.493	10	1	1950	4	1	28	2292	0
19.494	10	1	1950	5	1	28	2292	0
19.495	10	1	1950	6	1	28	2292	0
19.497	10	1	1950	8	1	28	2292	0
19.498	10	1	1950	9	1	28	2292	0
19.527	10	1	1953	8	1	28	2292	0
19.528	10	1	1953	9	1	28	2292	0
19.533	10	1	1954	4	1	28	2292	0
19.534	10	1	1954	5	1	22	1431	0
19.542	10	1	1955	3	1	22	1431	0
19.562	10	1	1957	3	1	8	437	0
19.563	10	1	1957	4	1	8	437	0
19.582	10	1	1959	3	1	8	437	0
19.591	10	1	1960	2	1	8	437	0
19.598	10	1	1960	9	1	10	549	0
19.599	10	1	1960	10	1	10	549	0
19.619	10	1	1962	10	1	8	437	0
19.625	10	1	1963	6	1	8	437	0
19.626	10	1	1963	7	1	6	325	0
19.631	10	1	1964	2	1	6	325	0
19.632	10	1	1964	3	1	2	137	0
19.633	10	1	1964	4	1	0	85	0
19.634	10	1	1964	5	1	0	85	0
19.635	10	1	1964	6	1	0	85	0
19.636	10	1	1964	7	1	0	85	0
19.637	10	1	1964	8	1	0	85	0
19.681	10	1	1969	2	1	18	1143	0
19.687	10	1	1969	8	1	18	1143	0
19.688	10	1	1969	9	1	14	807	0
19.716	10	1	1972	7	1	14	807	0
19.717	10	1	1972	8	1	14	807	0
19.718	10	1	1972	9	1	14	807	0
19.719	10	1	1972	10	1	14	807	0
19.72	10	1	1973	1	1	14	807	0
19.721	10	1	1973	2	1	18	1143	0
19.722	10	1	1973	3	1	18	1143	0
19.723	10	1	1973	4	1	20	1335	0
19.751	10	1	1976	2	1	20	1335	0
19.752	10	1	1976	3	1	20	1335	0
19.753	10	1	1976	4	1	20	1335	0
19.754	10	1	1976	5	1	20	1335	0
19.755	10	1	1976	6	1	20	1335	0
19.756	10	1	1976	7	1	20	1335	0
19.757	10	1	1976	8	1	20	1335	0
19.758	10	1	1976	9	1	24	1692	0
19.786	10	1	1979	7	1	24	1692	0
19.787	10	1	1979	8	1	24	1692	0
19.788	10	1	1979	9	1	24	1692	0
19.789	10	1	1979	10	1	24	1692	0
19.79	10	1	1980	1	1	24	1692	0
19.791	10	1	1980	2	1	24	1692	0
19.792	10	1	1980	3	1	24	1692	0
19.793	10	1	1980	4	1	22	1431	0
19.821	10	1	1983	2	1	14	807	0
19.822	10	1	1983	3	1	14	807	0
19.823	10	1	1983	4	1	14	807	0
19.824	10	1	1983	5	1	14	807	0
19.825	10	1	1983	6	1	14	807	0
19.826	10	1	1983	7	1	14	807	0
19.827	10	1	1983	8	1	14	807	0
19.828	10	1	1983	9	1	24	1692	0
19.856	10	1	1986	7	1	28	2292	0
19.857	10	1	1986	8	1	28	2292	0
19.858	10	1	1986	9	1	28	2292	0
19.859	10	1	1986	10	1	28	2292	0
19.86	10	1	1987	1	1	28	2292	0
19.861	10	1	1987	2	1	28	2292	0
19.862	10	1	1987	3	1	28	2292	0
19.863	10	1	1987	4	1	28	2292	0
19.891	10	1	1990	2	1	24	1692	0
19.892	10	1	1990	3	1	24	1692	0
19.893	10	1	1990	4	1	24	1692	0
19.894	10	1	1990	5	1	24	1692	0
19.895	10	1	1990	6	1	24	1692	0
19.896	10	1	1990	7	1	24	1692	0
19.897	10	1	1990	8	1	24	1692	0
19.898	10	1	1990	9	1	24	1692	0
19.899	10	1	1990	10	1	24	1692	0
19.919	10	1	1992	10	1	24	1692	0
19.92	10	1	1993	1	1	24	1692	0
19.926	10	1	1993	7	1	26	1908	0
19.927	10	1	1993	8	1	28	2292	0
19.928	10	1	1993	9	1	28	2292	0
19.929	10	1	1993	10	1	28	2292	0
19.93	10	1	1994	1	1	28	2292	0
19.931	10	1	1994	2	1	28	2292	0
19.932	10	1	1994	3	1	28	2292	0
19.933	10	1	1994	4	1	28	2292	0
19.935	10	1	1994	6	1	28	2292	0
19.954	10	1	1996	5	1	28	2292	0
19.955	10	1	1996	6	1	28	2292	0
19.956	10	1	1996	7	1	28	2292	0
19.961	10	1	1997	2	1	28	2292	0
19.962	10	1	1997	3	1	28	2292	0
19.963	10	1	1997	4	1	26	1908	0
19.964	10	1	1997	5	1	26	1908	0
19.965	10	1	1997	6	1	26	1908	0
19.966	10	1	1997	7	1	26	1908	0
19.967	10	1	1997	8	1	26	1908	0
19.987	10	1	1999	8	1	24	1692	0
19.997	10	1	2000	8	1	16	967	0
19.998	10	1	2000	9	1	16	967	0
19.999	10	1	2000	10	1	16	967	0
